type	latitude	longitude	altitude	name	desc
T	46.229270000	-115.457310000	1700.7		
T	46.229750000	-115.455830000	1703.8		
T	46.229820000	-115.455430000	1704.2		
T	46.229850000	-115.454470000	1703.4		
T	46.229820000	-115.454130000	1699.6		
T	46.229810000	-115.454110000	1698.5		
T	46.229810000	-115.454060000	1698.9		
T	46.229560000	-115.452670000	1694.5		
T	46.229540000	-115.452620000	1693.1		
T	46.229220000	-115.451130000	1702.3		
T	46.229040000	-115.450700000	1704.8		
T	46.228750000	-115.450270000	1708.7		
T	46.228360000	-115.449860000	1709.2		
T	46.228030000	-115.449410000	1708.2		
T	46.227880000	-115.449100000	1709.1		
T	46.227760000	-115.448690000	1711.1		
T	46.227760000	-115.448650000	1711.5		
T	46.227710000	-115.448420000	1712.0		
T	46.227690000	-115.448220000	1712.5		
T	46.227700000	-115.447580000	1712.5		
T	46.227710000	-115.447550000	1712.5		
T	46.227710000	-115.447490000	1711.9		
T	46.227880000	-115.446840000	1707.7		
T	46.227890000	-115.446830000	1707.7		
T	46.228940000	-115.443830000	1707.6		
T	46.229030000	-115.443420000	1709.1		
T	46.229040000	-115.443180000	1708.6		
T	46.229050000	-115.443140000	1708.8		
T	46.229020000	-115.442660000	1707.0		
T	46.228660000	-115.441060000	1704.8		
T	46.228370000	-115.440100000	1706.1		
T	46.227600000	-115.438380000	1725.7		
T	46.227360000	-115.437660000	1733.4		
T	46.227010000	-115.436010000	1732.9		
T	46.226940000	-115.435200000	1732.8		
T	46.226970000	-115.433450000	1738.4		
T	46.226870000	-115.431900000	1730.9		
T	46.226890000	-115.430060000	1731.0		
T	46.226820000	-115.428440000	1726.6		
T	46.226910000	-115.427590000	1729.5		
T	46.227100000	-115.426780000	1732.3		
T	46.227230000	-115.426390000	1734.8		
T	46.227740000	-115.425350000	1734.3		
T	46.228360000	-115.424390000	1733.8		
T	46.228550000	-115.424020000	1744.9		
T	46.229310000	-115.421910000	1739.5		
T	46.229330000	-115.421810000	1738.4		
T	46.229360000	-115.421740000	1739.5		
T	46.229970000	-115.418890000	1737.3		
T	46.233270000	-115.408960000	1776.4		
T	46.233310000	-115.408760000	1774.3		
T	46.233320000	-115.408740000	1774.6		
T	46.233750000	-115.406720000	1776.5		
T	46.233820000	-115.406510000	1778.7		
T	46.233820000	-115.406490000	1778.0		
T	46.233880000	-115.406310000	1778.4		
T	46.233900000	-115.406280000	1779.3		
T	46.234050000	-115.405890000	1782.7		
T	46.234080000	-115.405840000	1785.1		
T	46.234080000	-115.405830000	1784.8		
T	46.234320000	-115.405410000	1784.1		
T	46.234480000	-115.405210000	1784.0		
T	46.234700000	-115.405010000	1785.0		
T	46.235100000	-115.404760000	1786.3		
T	46.235140000	-115.404750000	1787.2		
T	46.235170000	-115.404730000	1786.7		
T	46.237370000	-115.404150000	1792.1		
T	46.237440000	-115.404120000	1789.8		
T	46.237770000	-115.404050000	1786.8		
T	46.240480000	-115.403830000	1787.5		
T	46.240940000	-115.403750000	1784.0		
T	46.241510000	-115.403560000	1784.5		
T	46.241790000	-115.403430000	1783.8		
T	46.241800000	-115.403430000	1784.2		
T	46.242050000	-115.403300000	1786.6		
T	46.242420000	-115.403060000	1789.9		
T	46.242870000	-115.402690000	1786.3		
T	46.243300000	-115.402250000	1780.4		
T	46.244100000	-115.401250000	1771.4		
T	46.244280000	-115.401080000	1779.1		
T	46.244650000	-115.400810000	1788.2		
T	46.244650000	-115.400800000	1787.5		
T	46.244930000	-115.400640000	1776.9		
T	46.245160000	-115.400560000	1782.1		
T	46.245500000	-115.400490000	1790.7		
T	46.245790000	-115.400500000	1780.2		
T	46.246050000	-115.400560000	1783.3		
T	46.246350000	-115.400680000	1778.2		
T	46.246860000	-115.401050000	1781.3		
T	46.247020000	-115.401210000	1777.5		
T	46.247030000	-115.401210000	1777.2		
T	46.247300000	-115.401500000	1779.2		
T	46.247320000	-115.401510000	1779.5		
T	46.247340000	-115.401540000	1780.6		
T	46.247710000	-115.401830000	1779.9		
T	46.247790000	-115.401870000	1779.8		
T	46.247800000	-115.401870000	1779.6		
T	46.247870000	-115.401910000	1779.5		
T	46.248020000	-115.401960000	1781.3		
T	46.248050000	-115.401980000	1781.0		
T	46.248300000	-115.402030000	1787.6		
T	46.248550000	-115.402030000	1799.0		
T	46.248790000	-115.402000000	1787.7		
T	46.248830000	-115.401980000	1784.5		
T	46.248880000	-115.401970000	1788.1		
T	46.249140000	-115.401860000	1794.1		
T	46.250790000	-115.400890000	1794.6		
T	46.250950000	-115.400830000	1797.9		
T	46.250960000	-115.400820000	1797.5		
T	46.252720000	-115.400430000	1789.8		
T	46.253130000	-115.400420000	1788.1		
T	46.253390000	-115.400460000	1781.6		
T	46.253430000	-115.400480000	1782.6		
T	46.253460000	-115.400480000	1782.5		
T	46.253600000	-115.400530000	1786.9		
T	46.253810000	-115.400570000	1790.6		
T	46.254150000	-115.400540000	1787.3		
T	46.254170000	-115.400530000	1787.0		
T	46.254190000	-115.400530000	1787.4		
T	46.254350000	-115.400480000	1789.2		
T	46.255240000	-115.399950000	1781.9		
T	46.255490000	-115.399850000	1783.8		
T	46.255500000	-115.399840000	1783.4		
T	46.255820000	-115.399790000	1788.7		
T	46.256000000	-115.399790000	1788.1		
T	46.256560000	-115.399870000	1784.8		
T	46.256660000	-115.399870000	1785.1		
T	46.256700000	-115.399880000	1785.9		
T	46.256790000	-115.399880000	1784.5		
T	46.256820000	-115.399870000	1782.9		
T	46.256910000	-115.399870000	1779.4		
T	46.257130000	-115.399820000	1779.5		
T	46.257380000	-115.399720000	1780.5		
T	46.257640000	-115.399550000	1786.2		
T	46.257640000	-115.399540000	1785.7		
T	46.257770000	-115.399410000	1785.7		
T	46.257790000	-115.399400000	1786.1		
T	46.257890000	-115.399250000	1783.7		
T	46.257940000	-115.399200000	1785.9		
T	46.258240000	-115.398650000	1796.7		
T	46.258240000	-115.398640000	1796.4		
T	46.258350000	-115.398400000	1793.2		
T	46.258360000	-115.398390000	1793.3		
T	46.258540000	-115.397970000	1798.4		
T	46.258540000	-115.397960000	1798.0		
T	46.258740000	-115.397550000	1820.8		
T	46.258740000	-115.397540000	1820.7		
T	46.258950000	-115.397150000	1826.5		
T	46.259080000	-115.396960000	1825.3		
T	46.259080000	-115.396950000	1824.5		
T	46.259270000	-115.396700000	1821.3		
T	46.259340000	-115.396630000	1821.8		
T	46.259350000	-115.396610000	1821.1		
T	46.259800000	-115.396180000	1817.1		
T	46.260110000	-115.395960000	1815.4		
T	46.260160000	-115.395940000	1816.2		
T	46.260200000	-115.395910000	1815.3		
T	46.260590000	-115.395740000	1815.2		
T	46.262590000	-115.395200000	1827.3		
T	46.262600000	-115.395190000	1826.8		
T	46.263110000	-115.395030000	1825.1		
T	46.263130000	-115.395030000	1825.4		
T	46.263630000	-115.394870000	1824.5		
T	46.263640000	-115.394860000	1824.1		
T	46.263790000	-115.394820000	1825.5		
T	46.263820000	-115.394800000	1825.1		
T	46.264510000	-115.394560000	1825.4		
T	46.264830000	-115.394500000	1825.7		
T	46.264920000	-115.394500000	1826.6		
T	46.264950000	-115.394490000	1826.4		
T	46.265130000	-115.394480000	1828.9		
T	46.265160000	-115.394470000	1828.7		
T	46.265770000	-115.394470000	1832.3		
T	46.265790000	-115.394480000	1832.8		
T	46.266690000	-115.394500000	1830.3		
T	46.267110000	-115.394440000	1828.8		
T	46.267130000	-115.394430000	1828.7		
T	46.267150000	-115.394430000	1829.2		
T	46.267170000	-115.394420000	1829.1		
T	46.267200000	-115.394420000	1829.8		
T	46.267650000	-115.394260000	1831.8		
T	46.267670000	-115.394260000	1832.4		
T	46.268010000	-115.394090000	1834.9		
T	46.268090000	-115.394030000	1834.1		
T	46.268160000	-115.394000000	1834.9		
T	46.268510000	-115.393740000	1832.6		
T	46.269600000	-115.392780000	1834.6		
T	46.269890000	-115.392570000	1835.9		
T	46.270270000	-115.392350000	1834.7		
T	46.270730000	-115.392160000	1834.6		
T	46.270960000	-115.392100000	1834.2		
T	46.270990000	-115.392100000	1834.4		
T	46.271020000	-115.392090000	1834.4		
T	46.271080000	-115.392090000	1835.0		
T	46.271170000	-115.392070000	1834.9		
T	46.272000000	-115.392050000	1838.8		
T	46.272180000	-115.392070000	1838.1		
T	46.272200000	-115.392080000	1838.1		
T	46.272350000	-115.392100000	1837.3		
T	46.272360000	-115.392110000	1837.6		
T	46.272390000	-115.392110000	1837.4		
T	46.272410000	-115.392120000	1837.6		
T	46.272440000	-115.392120000	1837.4		
T	46.272480000	-115.392140000	1837.7		
T	46.272630000	-115.392180000	1837.5		
T	46.272660000	-115.392200000	1837.8		
T	46.272750000	-115.392220000	1837.3		
T	46.272780000	-115.392240000	1837.7		
T	46.272820000	-115.392250000	1837.6		
T	46.273050000	-115.392360000	1837.3		
T	46.273060000	-115.392360000	1837.2		
T	46.274030000	-115.393030000	1872.6		
T	46.274330000	-115.393190000	1874.6		
T	46.274540000	-115.393270000	1873.7		
T	46.274550000	-115.393280000	1874.3		
T	46.275790000	-115.393480000	1864.5		
T	46.276050000	-115.393480000	1864.2		
T	46.276330000	-115.393450000	1863.5		
T	46.276340000	-115.393440000	1862.6		
T	46.276470000	-115.393430000	1864.7		
T	46.277230000	-115.393270000	1870.5		
T	46.277570000	-115.393150000	1872.2		
T	46.277580000	-115.393140000	1871.4		
T	46.277670000	-115.393100000	1870.0		
T	46.277760000	-115.393040000	1867.8		
T	46.277770000	-115.393040000	1868.1		
T	46.277890000	-115.392940000	1864.1		
T	46.277900000	-115.392940000	1864.4		
T	46.277920000	-115.392910000	1862.8		
T	46.278040000	-115.392810000	1858.6		
T	46.278310000	-115.392510000	1865.9		
T	46.278490000	-115.392250000	1865.0		
T	46.278510000	-115.392200000	1863.3		
T	46.278810000	-115.391750000	1858.2		
T	46.278920000	-115.391620000	1860.1		
T	46.278940000	-115.391580000	1859.0		
T	46.279230000	-115.391280000	1861.2		
T	46.279490000	-115.391090000	1864.0		
T	46.279590000	-115.391040000	1866.0		
T	46.279600000	-115.391040000	1866.6		
T	46.279760000	-115.390970000	1867.5		
T	46.280000000	-115.390910000	1869.3		
T	46.281150000	-115.390750000	1866.5		
T	46.281410000	-115.390680000	1863.4		
T	46.281440000	-115.390680000	1863.7		
T	46.282430000	-115.390380000	1852.8		
T	46.282780000	-115.390170000	1852.5		
T	46.282990000	-115.390000000	1860.4		
T	46.283180000	-115.389800000	1864.2		
T	46.283180000	-115.389790000	1863.6		
T	46.283430000	-115.389470000	1863.8		
T	46.283450000	-115.389460000	1864.9		
T	46.283850000	-115.388760000	1871.5		
T	46.284750000	-115.386660000	1874.4		
T	46.284750000	-115.386650000	1874.0		
T	46.284850000	-115.386450000	1875.5		
T	46.284850000	-115.386440000	1875.4		
T	46.285060000	-115.386060000	1876.5		
T	46.285380000	-115.385600000	1875.8		
T	46.285560000	-115.385390000	1876.7		
T	46.285760000	-115.385210000	1877.2		
T	46.285760000	-115.385200000	1876.6		
T	46.286110000	-115.384920000	1873.0		
T	46.286380000	-115.384760000	1873.1		
T	46.286600000	-115.384660000	1872.9		
T	46.287270000	-115.384470000	1890.1		
T	46.287280000	-115.384460000	1890.9		
T	46.287310000	-115.384460000	1893.5		
T	46.287350000	-115.384440000	1896.2		
T	46.287370000	-115.384440000	1897.6		
T	46.287440000	-115.384410000	1899.2		
T	46.287460000	-115.384410000	1900.1		
T	46.287460000	-115.384400000	1899.4		
T	46.287610000	-115.384340000	1901.7		
T	46.287630000	-115.384320000	1901.0		
T	46.287640000	-115.384320000	1901.5		
T	46.288000000	-115.384070000	1905.8		
T	46.288390000	-115.383680000	1906.7		
T	46.288790000	-115.383120000	1907.1		
T	46.288790000	-115.383110000	1906.7		
T	46.289280000	-115.382370000	1904.1		
T	46.289280000	-115.382360000	1903.5		
T	46.289810000	-115.381650000	1906.8		
T	46.289810000	-115.381640000	1906.3		
T	46.289940000	-115.381480000	1905.4		
T	46.289960000	-115.381470000	1906.1		
T	46.290090000	-115.381320000	1904.3		
T	46.290090000	-115.381310000	1903.6		
T	46.291190000	-115.380210000	1904.6		
T	46.291320000	-115.380050000	1905.2		
T	46.291340000	-115.380010000	1904.4		
T	46.291370000	-115.379980000	1904.8		
T	46.291600000	-115.379630000	1900.2		
T	46.292890000	-115.377370000	1915.5		
T	46.292890000	-115.377350000	1914.3		
T	46.293160000	-115.376860000	1912.3		
T	46.293390000	-115.376550000	1911.4		
T	46.293650000	-115.376310000	1913.2		
T	46.293680000	-115.376300000	1914.7		
T	46.293680000	-115.376290000	1913.9		
T	46.293820000	-115.376190000	1914.8		
T	46.294230000	-115.376000000	1919.8		
T	46.295200000	-115.375740000	1928.3		
T	46.295240000	-115.375720000	1926.8		
T	46.295260000	-115.375720000	1927.5		
T	46.295780000	-115.375500000	1924.9		
T	46.296450000	-115.374970000	1895.2		
T	46.297670000	-115.373550000	1912.0		
T	46.298440000	-115.372930000	1907.6		
T	46.298450000	-115.372930000	1908.0		
T	46.299270000	-115.372410000	1912.9		
T	46.299870000	-115.372100000	1912.8		
T	46.300820000	-115.371730000	1909.8		
T	46.301340000	-115.371420000	1912.5		
T	46.302290000	-115.370660000	1907.9		
T	46.302350000	-115.370630000	1907.5		
T	46.302380000	-115.370600000	1907.1		
T	46.302480000	-115.370550000	1907.7		
T	46.302860000	-115.370450000	1915.1		
T	46.303350000	-115.370450000	1916.0		
T	46.303380000	-115.370460000	1916.1		
T	46.303420000	-115.370460000	1915.7		
T	46.303580000	-115.370500000	1915.5		
T	46.303740000	-115.370570000	1915.3		
T	46.305430000	-115.371780000	1918.2		
T	46.305450000	-115.371780000	1917.9		
T	46.305920000	-115.372070000	1940.5		
T	46.306380000	-115.372280000	1951.0		
T	46.307150000	-115.372510000	1953.9		
T	46.307480000	-115.372520000	1944.9		
T	46.307710000	-115.372480000	1938.1		
T	46.308050000	-115.372360000	1934.6		
T	46.308440000	-115.372060000	1932.5		
T	46.308730000	-115.371730000	1936.9		
T	46.308900000	-115.371420000	1937.6		
T	46.308920000	-115.371360000	1937.4		
T	46.308940000	-115.371330000	1937.6		
T	46.308940000	-115.371310000	1937.3		
T	46.309030000	-115.371100000	1937.2		
T	46.309130000	-115.370720000	1934.0		
T	46.309190000	-115.370290000	1930.7		
T	46.309190000	-115.369580000	1930.8		
T	46.309050000	-115.368030000	1927.9		
T	46.309070000	-115.367190000	1929.1		
T	46.309220000	-115.366240000	1936.1		
T	46.309420000	-115.365550000	1939.6		
T	46.309720000	-115.364860000	1935.0		
T	46.309720000	-115.364850000	1934.7		
T	46.310070000	-115.364250000	1939.6		
T	46.310070000	-115.364240000	1939.5		
T	46.311040000	-115.362880000	1956.1		
T	46.311510000	-115.362350000	1953.9		
T	46.312000000	-115.362030000	1955.1		
T	46.312200000	-115.361940000	1954.5		
T	46.312450000	-115.361860000	1955.8		
T	46.313010000	-115.361760000	1957.1		
T	46.313420000	-115.361760000	1958.7		
T	46.313620000	-115.361800000	1958.3		
T	46.313630000	-115.361810000	1958.8		
T	46.313770000	-115.361850000	1956.7		
T	46.313800000	-115.361870000	1957.3		
T	46.313960000	-115.361930000	1958.8		
T	46.314800000	-115.362460000	1958.5		
T	46.315080000	-115.362600000	1958.6		
T	46.315100000	-115.362600000	1958.5		
T	46.315160000	-115.362620000	1959.1		
T	46.315200000	-115.362620000	1958.3		
T	46.315270000	-115.362640000	1957.8		
T	46.315320000	-115.362640000	1957.1		
T	46.315320000	-115.362650000	1957.5		
T	46.315410000	-115.362650000	1957.8		
T	46.315430000	-115.362640000	1957.6		
T	46.315550000	-115.362640000	1959.0		
T	46.315560000	-115.362630000	1958.7		
T	46.315590000	-115.362630000	1958.9		
T	46.315760000	-115.362570000	1958.4		
T	46.315980000	-115.362450000	1959.6		
T	46.316240000	-115.362230000	1958.7		
T	46.316860000	-115.361470000	1958.4		
T	46.316860000	-115.361460000	1958.2		
T	46.318550000	-115.358760000	1959.3		
T	46.318750000	-115.358350000	1960.5		
T	46.318750000	-115.358330000	1960.3		
T	46.318840000	-115.358120000	1960.9		
T	46.319290000	-115.356760000	1967.9		
T	46.319520000	-115.356310000	1986.6		
T	46.319540000	-115.356290000	1987.2		
T	46.319540000	-115.356280000	1986.7		
T	46.319590000	-115.356230000	1987.9		
T	46.319610000	-115.356190000	1987.1		
T	46.319820000	-115.355980000	1989.5		
T	46.320130000	-115.355760000	1992.3		
T	46.320560000	-115.355550000	1997.0		
T	46.321170000	-115.355320000	1976.8		
T	46.322650000	-115.354440000	2003.4		
T	46.323130000	-115.354080000	1996.5		
T	46.323140000	-115.354060000	1995.2		
T	46.324270000	-115.352890000	1989.0		
T	46.325710000	-115.351260000	1990.6		
T	46.325720000	-115.351240000	1990.3		
T	46.328650000	-115.347900000	2030.0		
T	46.329320000	-115.347240000	2041.3		
T	46.329570000	-115.347030000	2069.4		
T	46.329900000	-115.346830000	2082.0		
T	46.330160000	-115.346720000	2082.9		
T	46.330360000	-115.346670000	2074.7		
T	46.331030000	-115.346590000	2065.9		
T	46.333320000	-115.346480000	1994.7		
T	46.333740000	-115.346290000	2016.1		
T	46.333950000	-115.346150000	2021.8		
T	46.334190000	-115.345950000	2023.1		
T	46.334320000	-115.345810000	2022.3		
T	46.334340000	-115.345800000	2022.9		
T	46.334360000	-115.345760000	2021.7		
T	46.334600000	-115.345450000	2021.0		
T	46.336030000	-115.342990000	2021.0		
T	46.336190000	-115.342620000	2028.5		
T	46.336320000	-115.342190000	2029.2		
T	46.336430000	-115.341600000	2022.5		
T	46.336450000	-115.340970000	2021.5		
T	46.336410000	-115.340610000	2020.3		
T	46.336300000	-115.340110000	2018.3		
T	46.335940000	-115.339080000	2026.1		
T	46.335190000	-115.337230000	2019.3		
T	46.334980000	-115.336890000	2017.6		
T	46.334610000	-115.336470000	2016.0		
T	46.333450000	-115.335450000	2026.6		
T	46.333200000	-115.335140000	2027.7		
T	46.332870000	-115.334580000	2027.9		
T	46.332740000	-115.334230000	2028.1		
T	46.332600000	-115.333610000	2030.7		
T	46.332550000	-115.333110000	2033.3		
T	46.332550000	-115.332730000	2035.0		
T	46.332590000	-115.332380000	2035.8		
T	46.332710000	-115.331890000	2036.3		
T	46.332720000	-115.331880000	2036.6		
T	46.332790000	-115.331660000	2036.3		
T	46.333000000	-115.331240000	2037.6		
T	46.333130000	-115.331060000	2038.4		
T	46.333150000	-115.331050000	2039.1		
T	46.333230000	-115.330950000	2039.0		
T	46.333580000	-115.330670000	2039.3		
T	46.333970000	-115.330500000	2035.1		
T	46.334260000	-115.330460000	2036.5		
T	46.334530000	-115.330480000	2038.8		
T	46.334760000	-115.330530000	2041.3		
T	46.335700000	-115.330920000	2038.4		
T	46.335710000	-115.330930000	2039.0		
T	46.336050000	-115.331030000	2045.5		
T	46.336340000	-115.331040000	2042.2		
T	46.336400000	-115.331030000	2042.9		
T	46.336410000	-115.331020000	2042.0		
T	46.336570000	-115.330980000	2041.6		
T	46.336770000	-115.330870000	2040.9		
T	46.336900000	-115.330770000	2042.4		
T	46.336910000	-115.330750000	2043.0		
T	46.336930000	-115.330740000	2044.2		
T	46.337050000	-115.330600000	2052.0		
T	46.337050000	-115.330590000	2052.0		
T	46.337190000	-115.330390000	2057.4		
T	46.337280000	-115.330210000	2058.1		
T	46.337280000	-115.330200000	2057.9		
T	46.337370000	-115.329990000	2059.0		
T	46.337370000	-115.329970000	2058.7		
T	46.337400000	-115.329900000	2058.6		
T	46.338820000	-115.324500000	2058.9		
T	46.338990000	-115.323510000	2066.7		
T	46.339580000	-115.317390000	2074.0		
T	46.339540000	-115.316570000	2073.4		
T	46.339340000	-115.315120000	2089.1		
T	46.339320000	-115.314590000	2109.6		
T	46.339340000	-115.314240000	2113.2		
T	46.339430000	-115.313790000	2113.1		
T	46.339500000	-115.313590000	2111.5		
T	46.339510000	-115.313580000	2111.7		
T	46.339560000	-115.313460000	2109.8		
T	46.339710000	-115.313230000	2105.7		
T	46.339860000	-115.313060000	2102.3		
T	46.340060000	-115.312910000	2101.6		
T	46.340900000	-115.312470000	2109.3		
T	46.341200000	-115.312260000	2105.8		
T	46.341980000	-115.311450000	2104.1		
T	46.342470000	-115.311090000	2104.8		
T	46.343350000	-115.310560000	2108.7		
T	46.343490000	-115.310450000	2107.3		
T	46.343740000	-115.310180000	2108.5		
T	46.344450000	-115.309070000	2111.5		
T	46.344810000	-115.308670000	2105.9		
T	46.344930000	-115.308580000	2101.7		
T	46.344960000	-115.308570000	2101.3		
T	46.345000000	-115.308540000	2100.5		
T	46.345140000	-115.308480000	2099.3		
T	46.346250000	-115.308240000	2091.5		
T	46.346550000	-115.308130000	2091.8		
T	46.346820000	-115.307970000	2091.6		
T	46.346880000	-115.307910000	2091.0		
T	46.346890000	-115.307910000	2091.3		
T	46.347140000	-115.307630000	2092.1		
T	46.347160000	-115.307590000	2092.0		
T	46.347180000	-115.307570000	2092.4		
T	46.347390000	-115.307130000	2094.0		
T	46.347510000	-115.306690000	2094.8		
T	46.347780000	-115.304770000	2096.8		
T	46.347860000	-115.304450000	2098.0		
T	46.347960000	-115.304170000	2099.1		
T	46.348180000	-115.303770000	2101.3		
T	46.348400000	-115.303520000	2103.6		
T	46.348580000	-115.303390000	2105.5		
T	46.348630000	-115.303370000	2106.6		
T	46.348640000	-115.303360000	2106.5		
T	46.348770000	-115.303310000	2108.4		
T	46.348980000	-115.303270000	2110.8		
T	46.349150000	-115.303270000	2111.8		
T	46.349170000	-115.303280000	2112.4		
T	46.349290000	-115.303300000	2112.9		
T	46.349520000	-115.303400000	2114.3		
T	46.349720000	-115.303540000	2116.1		
T	46.349960000	-115.303790000	2116.2		
T	46.350890000	-115.305060000	2119.5		
T	46.351030000	-115.305220000	2118.0		
T	46.351040000	-115.305220000	2117.8		
T	46.351300000	-115.305440000	2120.9		
T	46.351550000	-115.305580000	2121.3		
T	46.351780000	-115.305670000	2129.3		
T	46.352060000	-115.305730000	2139.8		
T	46.352210000	-115.305740000	2137.9		
T	46.352450000	-115.305710000	2133.9		
T	46.352710000	-115.305580000	2135.4		
T	46.352740000	-115.305550000	2134.9		
T	46.352750000	-115.305550000	2135.2		
T	46.352910000	-115.305420000	2134.1		
T	46.353040000	-115.305280000	2136.2		
T	46.353260000	-115.304970000	2144.1		
T	46.353290000	-115.304900000	2144.0		
T	46.353300000	-115.304900000	2145.2		
T	46.353450000	-115.304570000	2143.7		
T	46.353990000	-115.302900000	2149.1		
T	46.354210000	-115.302030000	2149.4		
T	46.354380000	-115.300840000	2149.5		
T	46.354420000	-115.300020000	2139.2		
T	46.354410000	-115.299520000	2150.1		
T	46.354320000	-115.298680000	2148.1		
T	46.354180000	-115.297930000	2143.2		
T	46.353960000	-115.297130000	2141.2		
T	46.353580000	-115.296090000	2138.5		
T	46.353200000	-115.295200000	2140.2		
T	46.353190000	-115.295200000	2139.1		
T	46.353090000	-115.294940000	2137.6		
T	46.352960000	-115.294470000	2135.8		
T	46.352900000	-115.294130000	2135.9		
T	46.352890000	-115.293790000	2140.6		
T	46.352920000	-115.293440000	2141.7		
T	46.352980000	-115.293120000	2142.2		
T	46.353120000	-115.292760000	2141.7		
T	46.353130000	-115.292760000	2142.6		
T	46.353170000	-115.292670000	2142.1		
T	46.353380000	-115.292390000	2144.6		
T	46.353640000	-115.292150000	2148.0		
T	46.353690000	-115.292120000	2148.6		
T	46.353720000	-115.292090000	2148.2		
T	46.354060000	-115.291880000	2148.4		
T	46.354180000	-115.291830000	2148.7		
T	46.354190000	-115.291820000	2148.5		
T	46.356170000	-115.291050000	2148.5		
T	46.356450000	-115.290910000	2150.8		
T	46.356730000	-115.290730000	2153.1		
T	46.357070000	-115.290460000	2157.2		
T	46.357370000	-115.290130000	2162.0		
T	46.357380000	-115.290130000	2163.1		
T	46.357800000	-115.289530000	2161.6		
T	46.357980000	-115.289210000	2169.4		
T	46.358000000	-115.289190000	2170.6		
T	46.358260000	-115.288620000	2173.0		
T	46.358560000	-115.287570000	2160.3		
T	46.358690000	-115.286480000	2160.5		
T	46.358710000	-115.284980000	2162.5		
T	46.358720000	-115.284930000	2163.1		
T	46.358730000	-115.284140000	2163.0		
T	46.358880000	-115.281910000	2170.1		
T	46.359020000	-115.281020000	2193.2		
T	46.359180000	-115.280420000	2195.9		
T	46.359550000	-115.279390000	2189.7		
T	46.360970000	-115.276150000	2200.5		
T	46.362340000	-115.272280000	2197.5		
T	46.362730000	-115.271480000	2198.4		
T	46.363720000	-115.269970000	2197.7		
T	46.363830000	-115.269750000	2199.0		
T	46.364470000	-115.268080000	2200.6		
T	46.364650000	-115.267700000	2199.6		
T	46.364690000	-115.267650000	2200.1		
T	46.364710000	-115.267600000	2199.8		
T	46.365110000	-115.267050000	2200.4		
T	46.366310000	-115.265740000	2215.2		
T	46.367220000	-115.264500000	2221.2		
T	46.367220000	-115.264490000	2220.6		
T	46.367930000	-115.263310000	2225.0		
T	46.368440000	-115.262360000	2225.1		
T	46.369270000	-115.260590000	2233.9		
T	46.369510000	-115.260260000	2234.1		
T	46.369710000	-115.260080000	2234.6		
T	46.369720000	-115.260080000	2234.8		
T	46.369870000	-115.259970000	2234.4		
T	46.370140000	-115.259890000	2235.2		
T	46.370340000	-115.259890000	2235.6		
T	46.370620000	-115.259950000	2236.3		
T	46.370840000	-115.260080000	2236.6		
T	46.370900000	-115.260140000	2237.0		
T	46.370920000	-115.260150000	2236.9		
T	46.372960000	-115.262290000	2239.6		
T	46.372970000	-115.262290000	2239.6		
T	46.373050000	-115.262360000	2239.8		
T	46.373190000	-115.262450000	2240.8		
T	46.373400000	-115.262540000	2241.4		
T	46.373600000	-115.262570000	2242.5		
T	46.373840000	-115.262550000	2246.0		
T	46.373960000	-115.262520000	2250.9		
T	46.374160000	-115.262440000	2256.8		
T	46.374340000	-115.262330000	2260.4		
T	46.374700000	-115.262040000	2272.4		
T	46.375280000	-115.261420000	2278.0		
T	46.375590000	-115.260990000	2278.5		
T	46.375780000	-115.260670000	2278.7		
T	46.375940000	-115.260290000	2278.6		
T	46.375950000	-115.260280000	2278.8		
T	46.376040000	-115.259950000	2279.2		
T	46.376090000	-115.259470000	2279.4		
T	46.376090000	-115.259240000	2278.3		
T	46.376050000	-115.258870000	2279.6		
T	46.375850000	-115.258190000	2277.2		
T	46.375810000	-115.258120000	2276.9		
T	46.375800000	-115.258070000	2277.3		
T	46.375790000	-115.258070000	2276.9		
T	46.375770000	-115.258000000	2277.6		
T	46.375660000	-115.257790000	2276.9		
T	46.375660000	-115.257780000	2277.1		
T	46.375390000	-115.257310000	2276.1		
T	46.375080000	-115.256900000	2274.4		
T	46.373740000	-115.255360000	2281.4		
T	46.373570000	-115.255070000	2280.7		
T	46.373550000	-115.255050000	2280.2		
T	46.373400000	-115.254700000	2278.6		
T	46.373280000	-115.254220000	2277.2		
T	46.373240000	-115.253870000	2276.3		
T	46.373230000	-115.253480000	2276.2		
T	46.373270000	-115.253080000	2275.0		
T	46.373370000	-115.252700000	2275.2		
T	46.373490000	-115.252390000	2275.4		
T	46.373510000	-115.252370000	2275.9		
T	46.373560000	-115.252250000	2275.8		
T	46.373840000	-115.251850000	2275.9		
T	46.374060000	-115.251640000	2276.6		
T	46.374220000	-115.251530000	2276.3		
T	46.374400000	-115.251450000	2279.0		
T	46.374610000	-115.251400000	2287.5		
T	46.376460000	-115.251200000	2302.4		
T	46.376540000	-115.251180000	2302.2		
T	46.376580000	-115.251180000	2303.2		
T	46.376990000	-115.251090000	2306.0		
T	46.378120000	-115.250680000	2320.1		
T	46.378420000	-115.250520000	2317.2		
T	46.379730000	-115.249640000	2319.7		
T	46.379770000	-115.249630000	2320.1		
T	46.379840000	-115.249590000	2319.7		
T	46.380320000	-115.249450000	2314.1		
T	46.381150000	-115.249340000	2315.3		
